user_id,region,device,channel,session_start,session_end,sessiondurationsec,session_date,month,day,hour_of_day,order_dt,revenue,payment_type,promo_code,final_price,time_of_day,sold
275047061155,United States,Mac,organic,2019-05-04 19:02:24,2019-05-04 19:36:31,2047.0,2019-05-04,5,6,19,,,,,,evening,0
375412209113,United States,iPhone,organic,2019-05-04 08:37:20,2019-05-04 09:34:01,3401.0,2019-05-04,5,6,9,,,,,,morning,0
247341796763,United States,Android,социальные сети,2019-05-05 16:34:52,2019-05-05 16:41:52,420.0,2019-05-05,5,7,16,,,,,,day,0
497724697381,United States,Android,социальные сети,2019-05-05 21:04:51,2019-05-05 21:19:49,898.0,2019-05-05,5,7,21,,,,,,evening,0
921538146366,United States,Mac,organic,2019-05-05 02:19:53,2019-05-05 03:07:46,2873.0,2019-05-05,5,7,3,,,,,,night,0
771147371911,United States,Android,organic,2019-05-06 15:49:16,2019-05-06 15:53:16,240.0,2019-05-06,5,1,15,2019-05-06 15:49:16,4999.0,Mobile payments,0.0,4999.0,day,1
200229116069,United States,iPhone,социальные сети,2019-05-06 14:41:29,2019-05-06 15:03:05,1296.0,2019-05-06,5,1,15,,,,,,day,0
211508838415,UK,PC,реклама у блогеров,2019-05-06 15:01:55,2019-05-06 15:01:58,3.0,2019-05-06,5,1,15,,,,,,day,0
587910441297,United States,Android,organic,2019-05-06 22:17:39,2019-05-07 00:23:00,7521.0,2019-05-06,5,1,0,,,,,,night,0
777113558856,United States,PC,organic,2019-05-06 02:42:53,2019-05-06 02:57:32,879.0,2019-05-06,5,1,2,,,,,,night,0
880458590199,United States,Mac,organic,2019-05-06 09:32:33,2019-05-06 09:37:03,270.0,2019-05-06,5,1,9,,,,,,morning,0
885616229665,Germany,Mac,email-рассылки,2019-05-06 17:57:38,2019-05-06 18:20:47,1389.0,2019-05-06,5,1,18,,,,,,evening,0
4194358516,France,iPhone,organic,2019-05-07 20:04:41,2019-05-07 20:12:13,452.0,2019-05-07,5,2,20,,,,,,evening,0
245941309860,Germany,Mac,organic,2019-05-07 12:00:49,2019-05-07 13:10:26,4177.0,2019-05-07,5,2,13,2019-05-07 12:01:43,4999.0,Mobile payments,1.0,4499.1,day,1
70714916898,United States,Android,organic,2019-05-07 14:01:14,2019-05-07 14:26:18,1504.0,2019-05-07,5,2,14,,,,,,day,0
13728932787,United States,iPhone,социальные сети,2019-05-08 14:16:46,2019-05-08 15:07:46,3060.0,2019-05-08,5,3,15,,,,,,day,0
406072666455,Germany,Android,email-рассылки,2019-05-08 09:02:57,2019-05-08 10:04:07,3670.0,2019-05-08,5,3,10,,,,,,morning,0
981311905633,UK,Mac,organic,2019-05-08 05:21:39,2019-05-08 05:24:49,190.0,2019-05-08,5,3,5,,,,,,night,0
25672200561,United States,Android,organic,2019-05-09 16:40:44,2019-05-09 16:41:31,47.0,2019-05-09,5,4,16,2019-05-09 16:40:44,4999.0,Debit card,1.0,4499.1,day,1
241867611399,United States,PC,социальные сети,2019-05-09 09:23:22,2019-05-09 09:28:28,306.0,2019-05-09,5,4,9,2019-05-09 09:23:24,4999.0,Mobile payments,0.0,4999.0,morning,1
125421727610,UK,PC,реклама у блогеров,2019-05-09 04:35:00,2019-05-09 08:01:28,12388.0,2019-05-09,5,4,8,,,,,,night,0
956471045403,United States,iPhone,контекстная реклама,2019-05-09 07:47:12,2019-05-09 08:36:43,2971.0,2019-05-09,5,4,8,,,,,,morning,0
973850281461,United States,iPhone,organic,2019-05-09 21:21:03,2019-05-09 21:27:33,390.0,2019-05-09,5,4,21,,,,,,evening,0
348173235158,United States,iPhone,социальные сети,2019-05-10 01:29:58,2019-05-10 01:59:15,1757.0,2019-05-10,5,5,1,,,,,,night,0
686785591193,United States,iPhone,социальные сети,2019-05-10 21:50:52,2019-05-10 23:01:12,4220.0,2019-05-10,5,5,23,,,,,,evening,0
746492583622,United States,PC,organic,2019-05-10 03:01:14,2019-05-10 05:14:13,7979.0,2019-05-10,5,5,5,,,,,,night,0
114514907499,United States,iPhone,organic,2019-05-11 04:21:37,2019-05-11 04:38:21,1004.0,2019-05-11,5,6,4,,,,,,night,0
279417011595,United States,iPhone,контекстная реклама,2019-05-11 22:03:54,2019-05-11 22:06:18,144.0,2019-05-11,5,6,22,,,,,,night,0
372799250782,United States,iPhone,organic,2019-05-11 05:03:02,2019-05-11 05:36:18,1996.0,2019-05-11,5,6,5,,,,,,night,0
714021843538,France,PC,organic,2019-05-11 10:50:43,2019-05-11 11:00:00,557.0,2019-05-11,5,6,11,,,,,,day,0
457197824245,United States,iPhone,реклама у блогеров,2019-05-12 07:50:12,2019-05-12 09:14:00,5028.0,2019-05-12,5,7,9,2019-05-12 07:50:12,4999.0,E-wallet,0.0,4999.0,morning,1
137729174548,United States,PC,organic,2019-05-12 07:12:44,2019-05-12 07:29:23,999.0,2019-05-12,5,7,7,,,,,,morning,0
257431875921,United States,PC,organic,2019-05-12 01:48:49,2019-05-12 01:51:11,142.0,2019-05-12,5,7,1,,,,,,night,0
458409667434,France,PC,organic,2019-05-12 10:57:32,2019-05-12 11:52:35,3303.0,2019-05-12,5,7,11,,,,,,day,0
427486793654,France,Android,email-рассылки,2019-05-13 22:00:41,2019-05-13 22:11:13,632.0,2019-05-13,5,1,22,2019-05-13 22:00:41,5999.0,Debit card,0.0,5999.0,night,1
112770095523,United States,Android,социальные сети,2019-05-13 07:35:32,2019-05-13 07:55:47,1215.0,2019-05-13,5,1,7,,,,,,morning,0
232772979528,United States,iPhone,organic,2019-05-13 10:20:29,2019-05-13 11:16:49,3380.0,2019-05-13,5,1,11,,,,,,day,0
384716146775,United States,Mac,organic,2019-05-13 05:57:29,2019-05-13 06:20:20,1371.0,2019-05-13,5,1,6,,,,,,night,0
352173573779,France,PC,organic,2019-05-14 06:32:03,2019-05-14 07:18:19,2776.0,2019-05-14,5,2,7,2019-05-14 06:32:03,5999.0,Mobile payments,1.0,5399.1,morning,1
500294356863,United States,iPhone,organic,2019-05-14 20:23:19,2019-05-14 21:17:09,3230.0,2019-05-14,5,2,21,,,,,,evening,0
649969085224,United States,PC,organic,2019-05-15 23:16:53,2019-05-15 23:28:04,671.0,2019-05-15,5,3,23,2019-05-15 23:16:53,4999.0,Cash,0.0,4999.0,night,1
777891466332,United States,iPhone,социальные сети,2019-05-15 15:52:06,2019-05-15 16:18:32,1586.0,2019-05-15,5,3,16,2019-05-15 15:52:06,4999.0,Mobile payments,0.0,4999.0,day,1
254782154776,United States,iPhone,organic,2019-05-15 15:26:37,2019-05-15 16:05:35,2338.0,2019-05-15,5,3,16,,,,,,day,0
593992527931,France,Android,реклама у блогеров,2019-05-15 12:49:47,2019-05-15 12:58:55,548.0,2019-05-15,5,3,12,,,,,,day,0
741977568304,France,PC,контекстная реклама,2019-05-15 20:18:19,2019-05-15 20:26:39,500.0,2019-05-15,5,3,20,,,,,,evening,0
13847410062,United States,iPhone,organic,2019-05-16 01:05:25,2019-05-16 01:16:58,693.0,2019-05-16,5,4,1,,,,,,night,0
139539333609,United States,Android,organic,2019-05-16 03:22:58,2019-05-16 03:31:46,528.0,2019-05-16,5,4,3,2019-05-16 03:22:58,4999.0,Cash,0.0,4999.0,night,1
179216942325,France,Android,organic,2019-05-16 05:53:45,2019-05-16 06:29:30,2145.0,2019-05-16,5,4,6,,,,,,night,0
181149289915,United States,Android,organic,2019-05-16 20:37:30,2019-05-16 21:46:16,4126.0,2019-05-16,5,4,21,,,,,,evening,0
334251228002,United States,iPhone,organic,2019-05-16 16:19:01,2019-05-16 17:01:31,2550.0,2019-05-16,5,4,17,,,,,,day,0
645760253621,Germany,Android,контекстная реклама,2019-05-16 02:56:39,2019-05-16 03:03:31,412.0,2019-05-16,5,4,3,,,,,,night,0
31331676399,United States,iPhone,социальные сети,2019-05-17 05:28:35,2019-05-17 05:32:54,259.0,2019-05-17,5,5,5,,,,,,night,0
768710666,United States,iPhone,реклама у блогеров,2019-05-17 18:24:36,2019-05-17 18:28:05,209.0,2019-05-17,5,5,18,2019-05-17 18:24:36,9999.0,Mobile payments,1.0,8999.1,evening,1
198751259615,United States,Mac,социальные сети,2019-05-17 17:04:13,2019-05-17 17:28:53,1480.0,2019-05-17,5,5,17,2019-05-17 17:04:13,5999.0,E-wallet,1.0,5399.1,evening,1
529298747905,UK,PC,organic,2019-05-17 14:14:38,2019-05-17 15:05:17,3039.0,2019-05-17,5,5,15,2019-05-17 14:14:38,5999.0,Credit card,0.0,5999.0,day,1
896145674221,Germany,PC,organic,2019-05-17 10:09:01,2019-05-17 10:11:36,155.0,2019-05-17,5,5,10,2019-05-17 10:09:01,4999.0,Debit card,0.0,4999.0,day,1
926657821940,United States,Android,реклама у блогеров,2019-05-17 13:04:08,2019-05-17 14:02:14,3486.0,2019-05-17,5,5,14,2019-05-17 13:04:08,5999.0,Credit card,0.0,5999.0,day,1
217575169777,United States,PC,социальные сети,2019-05-17 11:40:37,2019-05-17 12:56:09,4532.0,2019-05-17,5,5,12,,,,,,day,0
276073946763,United States,Android,organic,2019-05-18 08:33:21,2019-05-18 09:19:54,2793.0,2019-05-18,5,6,9,,,,,,morning,0
358784035832,UK,PC,organic,2019-05-18 00:59:57,2019-05-18 01:47:16,2839.0,2019-05-18,5,6,1,,,,,,night,0
540124242070,UK,PC,контекстная реклама,2019-05-18 06:10:12,2019-05-18 06:19:56,584.0,2019-05-18,5,6,6,,,,,,morning,0
615163651810,United States,Mac,социальные сети,2019-05-18 19:19:07,2019-05-18 20:16:05,3418.0,2019-05-18,5,6,20,,,,,,evening,0
628579663918,United States,Android,реклама у блогеров,2019-05-18 21:03:13,2019-05-18 21:22:07,1134.0,2019-05-18,5,6,21,,,,,,evening,0
937471466867,United States,Android,социальные сети,2019-05-18 05:17:50,2019-05-18 05:19:43,113.0,2019-05-18,5,6,5,,,,,,night,0
126965572844,United States,Mac,organic,2019-05-19 06:14:19,2019-05-19 06:28:22,843.0,2019-05-19,5,7,6,,,,,,morning,0
365952514757,France,iPhone,реклама у блогеров,2019-05-19 19:25:04,2019-05-19 19:36:08,664.0,2019-05-19,5,7,19,,,,,,evening,0
641347422979,United States,iPhone,organic,2019-05-19 04:44:04,2019-05-19 04:58:36,872.0,2019-05-19,5,7,4,,,,,,night,0
695708032102,United States,iPhone,organic,2019-05-19 14:25:59,2019-05-19 14:46:20,1221.0,2019-05-19,5,7,14,,,,,,day,0
829170600288,United States,iPhone,organic,2019-05-19 16:11:56,2019-05-19 17:55:47,6231.0,2019-05-19,5,7,17,,,,,,day,0
914471713918,United States,iPhone,социальные сети,2019-05-19 12:05:23,2019-05-19 12:30:47,1524.0,2019-05-19,5,7,12,,,,,,day,0
929005071857,United States,Mac,organic,2019-05-19 07:20:12,2019-05-19 07:26:46,394.0,2019-05-19,5,7,7,,,,,,morning,0
8156227433,United States,Android,organic,2019-05-20 15:59:34,2019-05-20 16:08:25,531.0,2019-05-20,5,1,16,,,,,,day,0
114284489873,United States,iPhone,контекстная реклама,2019-05-20 16:55:50,2019-05-20 17:04:02,492.0,2019-05-20,5,1,17,2019-05-20 16:55:56,4999.0,Mobile payments,1.0,4499.1,day,1
453814074498,United States,iPhone,organic,2019-05-20 13:12:29,2019-05-20 13:23:39,670.0,2019-05-20,5,1,13,,,,,,day,0
556437943322,United States,Mac,реклама у блогеров,2019-05-20 00:31:45,2019-05-20 00:36:13,268.0,2019-05-20,5,1,0,,,,,,night,0
683028086478,United States,PC,organic,2019-05-20 01:23:48,2019-05-20 01:41:51,1083.0,2019-05-20,5,1,1,,,,,,night,0
695754910374,France,PC,email-рассылки,2019-05-20 23:11:40,2019-05-20 23:42:30,1850.0,2019-05-20,5,1,23,,,,,,night,0
950184314235,United States,iPhone,organic,2019-05-20 17:17:52,2019-05-20 17:33:38,946.0,2019-05-20,5,1,17,,,,,,evening,0
996178094379,United States,Android,социальные сети,2019-05-20 13:55:06,2019-05-20 14:34:25,2359.0,2019-05-20,5,1,14,,,,,,day,0
94160026069,France,Mac,реклама у блогеров,2019-05-21 08:17:29,2019-05-21 08:24:15,406.0,2019-05-21,5,2,8,2019-05-21 08:17:29,9999.0,Mobile payments,0.0,9999.0,morning,1
422703292792,France,PC,organic,2019-05-21 14:19:29,2019-05-21 14:48:00,1711.0,2019-05-21,5,2,14,2019-05-21 14:19:29,9999.0,Mobile payments,1.0,8999.1,day,1
822055781011,United States,iPhone,реклама у блогеров,2019-05-21 05:50:33,2019-05-21 06:17:17,1604.0,2019-05-21,5,2,6,2019-05-21 05:50:33,9999.0,Debit card,0.0,9999.0,night,1
458076338649,United States,Mac,социальные сети,2019-05-22 21:13:06,2019-05-22 22:03:16,3010.0,2019-05-22,5,3,22,2019-05-22 21:13:06,5999.0,Cash,1.0,5399.1,evening,1
736692886284,United States,Android,социальные сети,2019-05-22 14:13:40,2019-05-22 15:05:55,3135.0,2019-05-22,5,3,15,2019-05-22 14:13:40,9999.0,Cash,0.0,9999.0,day,1
744763558101,UK,PC,organic,2019-05-22 04:11:46,2019-05-22 04:26:58,912.0,2019-05-22,5,3,4,2019-05-22 04:11:46,9999.0,E-wallet,0.0,9999.0,night,1
334783148079,United States,Android,organic,2019-05-22 04:30:51,2019-05-22 04:53:08,1337.0,2019-05-22,5,3,4,,,,,,night,0
681992770861,United States,iPhone,социальные сети,2019-05-22 12:50:38,2019-05-22 12:56:02,324.0,2019-05-22,5,3,12,,,,,,day,0
831218352018,France,Android,organic,2019-05-22 17:33:14,2019-05-22 17:42:37,563.0,2019-05-22,5,3,17,,,,,,evening,0
27837745289,United States,Android,organic,2019-05-23 18:03:52,2019-05-23 18:47:27,2615.0,2019-05-23,5,4,18,2019-05-23 18:03:52,4999.0,Mobile payments,1.0,4499.1,evening,1
363655370263,United States,iPhone,социальные сети,2019-05-23 13:41:25,2019-05-23 13:48:49,444.0,2019-05-23,5,4,13,2019-05-23 13:41:25,4999.0,E-wallet,1.0,4499.1,day,1
906389111372,United States,Mac,социальные сети,2019-05-23 05:31:24,2019-05-23 05:35:01,217.0,2019-05-23,5,4,5,2019-05-23 05:31:24,9999.0,Cash,0.0,9999.0,night,1
462743681279,Germany,PC,organic,2019-05-23 19:17:50,2019-05-23 19:20:16,146.0,2019-05-23,5,4,19,,,,,,evening,0
138526409077,United States,iPhone,реклама у блогеров,2019-05-24 13:19:44,2019-05-24 14:03:41,2637.0,2019-05-24,5,5,14,2019-05-24 13:19:44,5999.0,Debit card,1.0,5399.1,day,1
482967155247,United States,iPhone,organic,2019-05-24 07:01:00,2019-05-24 08:32:49,5509.0,2019-05-24,5,5,8,2019-05-24 07:01:00,4999.0,Mobile payments,1.0,4499.1,morning,1
164750019154,France,Android,organic,2019-05-24 21:05:04,2019-05-24 21:05:53,49.0,2019-05-24,5,5,21,,,,,,evening,0
436378548453,United States,iPhone,organic,2019-05-25 07:50:08,2019-05-25 08:09:12,1144.0,2019-05-25,5,6,8,,,,,,morning,0
489717450593,United States,Android,социальные сети,2019-05-25 11:22:20,2019-05-25 11:44:21,1321.0,2019-05-25,5,6,11,,,,,,day,0
518675253366,United States,Mac,organic,2019-05-25 11:41:38,2019-05-25 11:46:13,275.0,2019-05-25,5,6,11,,,,,,day,0
561337107403,UK,PC,email-рассылки,2019-05-25 20:16:44,2019-05-25 20:27:12,628.0,2019-05-25,5,6,20,,,,,,evening,0
645592750033,United States,iPhone,organic,2019-05-25 06:27:57,2019-05-25 06:46:50,1133.0,2019-05-25,5,6,6,,,,,,morning,0
722845192065,UK,Mac,organic,2019-05-25 15:43:29,2019-05-25 18:06:28,8579.0,2019-05-25,5,6,18,,,,,,day,0
732935353389,United States,iPhone,контекстная реклама,2019-05-25 06:07:50,2019-05-25 06:11:37,227.0,2019-05-25,5,6,6,,,,,,morning,0
779440786690,United States,iPhone,organic,2019-05-25 19:01:05,2019-05-25 19:50:01,2936.0,2019-05-25,5,6,19,,,,,,evening,0
788298923916,United States,PC,organic,2019-05-25 03:08:13,2019-05-25 03:09:18,65.0,2019-05-25,5,6,3,,,,,,night,0
914745447554,United States,Mac,социальные сети,2019-05-25 10:18:45,2019-05-25 10:25:43,418.0,2019-05-25,5,6,10,,,,,,day,0
415784107646,UK,iPhone,organic,2019-05-26 16:35:57,2019-05-26 16:55:30,1173.0,2019-05-26,5,7,16,,,,,,day,0
435812559139,United States,iPhone,organic,2019-05-26 03:42:34,2019-05-26 04:00:41,1087.0,2019-05-26,5,7,4,,,,,,night,0
483295648877,United States,iPhone,organic,2019-05-26 10:11:22,2019-05-26 10:17:39,377.0,2019-05-26,5,7,10,,,,,,day,0
575036274562,United States,Android,социальные сети,2019-05-26 09:28:02,2019-05-26 09:42:32,870.0,2019-05-26,5,7,9,,,,,,morning,0
937361963322,United States,PC,organic,2019-05-26 14:45:40,2019-05-26 15:03:05,1045.0,2019-05-26,5,7,15,,,,,,day,0
314223492590,United States,iPhone,organic,2019-05-27 12:36:38,2019-05-27 15:34:14,10656.0,2019-05-27,5,1,15,2019-05-27 12:39:16,4999.0,Mobile payments,0.0,4999.0,day,1
126139336635,United States,Android,социальные сети,2019-05-27 00:29:03,2019-05-27 00:44:12,909.0,2019-05-27,5,1,0,,,,,,night,0
194535925566,United States,Mac,organic,2019-05-27 05:32:05,2019-05-27 05:32:36,31.0,2019-05-27,5,1,5,,,,,,night,0
272692808148,United States,iPhone,социальные сети,2019-05-27 21:06:58,2019-05-27 22:29:20,4942.0,2019-05-27,5,1,22,,,,,,evening,0
482397556656,United States,iPhone,социальные сети,2019-05-27 06:28:03,2019-05-27 06:46:14,1091.0,2019-05-27,5,1,6,,,,,,morning,0
858558345097,United States,iPhone,organic,2019-05-27 11:35:04,2019-05-27 11:35:52,48.0,2019-05-27,5,1,11,,,,,,day,0
981545240789,UK,iPhone,organic,2019-05-27 01:10:07,2019-05-27 01:27:39,1052.0,2019-05-27,5,1,1,,,,,,night,0
984446025705,Germany,PC,email-рассылки,2019-05-27 01:39:54,2019-05-27 02:38:07,3493.0,2019-05-27,5,1,2,,,,,,night,0
50814266498,United States,iPhone,социальные сети,2019-05-28 00:10:44,2019-05-28 00:14:50,246.0,2019-05-28,5,2,0,,,,,,night,0
249307297596,Germany,Mac,organic,2019-05-28 05:46:29,2019-05-28 05:58:56,747.0,2019-05-28,5,2,5,,,,,,night,0
362637125955,Germany,PC,organic,2019-05-28 07:38:48,2019-05-28 08:37:36,3528.0,2019-05-28,5,2,8,,,,,,morning,0
386382688728,Germany,Android,email-рассылки,2019-05-29 13:27:40,2019-05-29 13:28:59,79.0,2019-05-29,5,3,13,2019-05-29 13:27:40,4999.0,Cash,1.0,4499.1,day,1
216044523192,United States,iPhone,социальные сети,2019-05-29 11:36:06,2019-05-29 11:44:31,505.0,2019-05-29,5,3,11,,,,,,day,0
222836185876,United States,PC,социальные сети,2019-05-29 15:42:45,2019-05-29 16:39:49,3424.0,2019-05-29,5,3,16,,,,,,day,0
262754533907,United States,PC,organic,2019-05-29 05:23:55,2019-05-29 05:28:11,256.0,2019-05-29,5,3,5,,,,,,night,0
843905103853,United States,iPhone,социальные сети,2019-05-29 10:12:08,2019-05-29 11:14:12,3724.0,2019-05-29,5,3,11,,,,,,day,0
925097249413,United States,iPhone,organic,2019-05-29 01:25:35,2019-05-29 01:38:40,785.0,2019-05-29,5,3,1,,,,,,night,0
191284664462,United States,iPhone,социальные сети,2019-05-30 19:20:20,2019-05-30 19:36:55,995.0,2019-05-30,5,4,19,2019-05-30 19:20:20,4999.0,Mobile payments,1.0,4499.1,evening,1
530624233697,United States,PC,социальные сети,2019-05-30 18:33:09,2019-05-30 18:43:44,635.0,2019-05-30,5,4,18,2019-05-30 18:33:09,9999.0,E-wallet,0.0,9999.0,evening,1
263921338230,France,PC,organic,2019-05-31 21:09:21,2019-05-31 21:26:56,1055.0,2019-05-31,5,5,21,,,,,,evening,0
690329897229,United States,Mac,organic,2019-05-31 20:26:54,2019-05-31 20:35:04,490.0,2019-05-31,5,5,20,,,,,,evening,0
16479541708,UK,PC,реклама у блогеров,2019-06-01 15:50:02,2019-06-01 15:58:21,499.0,2019-06-01,6,6,15,,,,,,day,0
35596255083,United States,iPhone,социальные сети,2019-06-01 09:17:22,2019-06-01 11:25:50,7708.0,2019-06-01,6,6,11,,,,,,morning,0
150310697471,United States,Mac,социальные сети,2019-06-01 18:18:21,2019-06-01 19:27:35,4154.0,2019-06-01,6,6,19,2019-06-01 18:18:21,5999.0,Cash,1.0,5399.1,evening,1
155922019186,United States,PC,organic,2019-06-01 23:49:02,2019-06-02 00:10:23,1281.0,2019-06-01,6,6,0,2019-06-01 23:49:02,5999.0,Cash,1.0,5399.1,night,1
855844176400,United States,iPhone,organic,2019-06-01 05:19:24,2019-06-01 05:20:00,36.0,2019-06-01,6,6,5,2019-06-01 05:19:24,4999.0,Mobile payments,0.0,4999.0,night,1
765563659989,France,iPhone,organic,2019-06-01 10:34:54,2019-06-01 10:35:27,33.0,2019-06-01,6,6,10,,,,,,day,0
471885340507,United States,iPhone,organic,2019-06-02 03:48:41,2019-06-02 04:44:52,3371.0,2019-06-02,6,7,4,2019-06-02 03:48:41,9999.0,Cash,1.0,8999.1,night,1
961423590047,United States,PC,organic,2019-06-02 09:27:37,2019-06-02 09:35:17,460.0,2019-06-02,6,7,9,2019-06-02 09:27:37,4999.0,E-wallet,0.0,4999.0,morning,1
138612231406,United States,iPhone,социальные сети,2019-06-02 00:03:16,2019-06-02 00:27:41,1465.0,2019-06-02,6,7,0,,,,,,night,0
304224436839,UK,Android,organic,2019-06-02 18:57:18,2019-06-02 19:26:40,1762.0,2019-06-02,6,7,19,,,,,,evening,0
653462760786,United States,Mac,контекстная реклама,2019-06-02 00:37:26,2019-06-02 00:51:30,844.0,2019-06-02,6,7,0,,,,,,night,0
385496637809,United States,Android,социальные сети,2019-06-03 17:16:40,2019-06-03 17:36:15,1175.0,2019-06-03,6,1,17,2019-06-03 17:16:40,4999.0,Mobile payments,0.0,4999.0,evening,1
426038065769,UK,PC,реклама у блогеров,2019-06-03 08:13:55,2019-06-03 08:24:06,611.0,2019-06-03,6,1,8,2019-06-03 08:14:00,4999.0,Credit card,0.0,4999.0,morning,1
855734414712,United States,iPhone,organic,2019-06-03 14:51:40,2019-06-03 14:54:59,199.0,2019-06-03,6,1,14,2019-06-03 14:51:40,4999.0,Mobile payments,0.0,4999.0,day,1
996645978458,France,Mac,email-рассылки,2019-06-03 20:08:34,2019-06-03 20:09:46,72.0,2019-06-03,6,1,20,2019-06-03 20:08:34,5999.0,Cash,0.0,5999.0,evening,1
163255326882,United States,PC,реклама у блогеров,2019-06-03 21:01:35,2019-06-03 21:40:04,2309.0,2019-06-03,6,1,21,,,,,,evening,0
509935101714,United States,PC,organic,2019-06-03 18:32:05,2019-06-03 18:41:53,588.0,2019-06-03,6,1,18,,,,,,evening,0
634167957523,France,Android,organic,2019-06-04 22:10:17,2019-06-04 23:29:44,4767.0,2019-06-04,6,2,23,2019-06-04 22:10:17,5999.0,Cash,0.0,5999.0,night,1
679176482300,United States,Mac,реклама у блогеров,2019-06-05 11:15:33,2019-06-05 12:49:33,5640.0,2019-06-05,6,3,12,,,,,,day,0
883944571095,United States,Android,социальные сети,2019-06-05 05:09:50,2019-06-05 05:41:38,1908.0,2019-06-05,6,3,5,,,,,,night,0
931021486539,United States,PC,organic,2019-06-05 15:03:58,2019-06-05 15:15:45,707.0,2019-06-05,6,3,15,,,,,,day,0
94037003731,United States,iPhone,социальные сети,2019-06-06 03:05:20,2019-06-06 03:45:23,2403.0,2019-06-06,6,4,3,,,,,,night,0
67063006442,United States,Mac,organic,2019-06-06 07:08:26,2019-06-06 07:29:21,1255.0,2019-06-06,6,4,7,2019-06-06 07:08:26,9999.0,Cash,0.0,9999.0,morning,1
199220583494,France,PC,контекстная реклама,2019-06-06 06:49:13,2019-06-06 06:50:27,74.0,2019-06-06,6,4,6,,,,,,morning,0
427535919123,Germany,PC,контекстная реклама,2019-06-06 01:52:37,2019-06-06 02:07:32,895.0,2019-06-06,6,4,2,,,,,,night,0
862830885437,United States,iPhone,социальные сети,2019-06-06 23:18:23,2019-06-06 23:37:27,1144.0,2019-06-06,6,4,23,,,,,,night,0
950378900300,United States,iPhone,социальные сети,2019-06-06 13:36:09,2019-06-06 13:42:31,382.0,2019-06-06,6,4,13,,,,,,day,0
965069106536,United States,Mac,organic,2019-06-06 13:34:45,2019-06-06 14:44:51,4206.0,2019-06-06,6,4,14,,,,,,day,0
34819346453,United States,iPhone,социальные сети,2019-06-07 19:02:34,2019-06-07 19:06:58,264.0,2019-06-07,6,5,19,,,,,,evening,0
59478686237,United States,iPhone,социальные сети,2019-06-07 06:48:30,2019-06-07 06:58:24,594.0,2019-06-07,6,5,6,,,,,,morning,0
738923853451,United States,PC,социальные сети,2019-06-07 07:42:22,2019-06-07 07:58:29,967.0,2019-06-07,6,5,7,2019-06-07 07:42:34,4999.0,Credit card,0.0,4999.0,morning,1
216348347833,United States,iPhone,социальные сети,2019-06-07 13:15:47,2019-06-07 14:59:20,6213.0,2019-06-07,6,5,14,,,,,,day,0
388601358509,Germany,PC,контекстная реклама,2019-06-07 17:22:11,2019-06-07 17:31:50,579.0,2019-06-07,6,5,17,,,,,,evening,0
431840886728,United States,iPhone,organic,2019-06-07 16:31:35,2019-06-07 17:00:31,1736.0,2019-06-07,6,5,17,,,,,,day,0
666769940238,United States,iPhone,organic,2019-06-07 05:21:05,2019-06-07 06:00:51,2386.0,2019-06-07,6,5,6,,,,,,night,0
